Key,Value
6605,"Felicidades, %pcf. El[/center]
consejo ha elegido honraros una vez[/center]
más con un ascenso de rango. Vuestra[/center]
lealtad y vuestro talento os han ganado una[/center]
gran estima aquí, y os han valido vuestro[/center]
nuevo título, %lev. Desde[/center]
este momento, si alguna vez necesitáis sanar una herida,[/center]
hablad conmigo o con uno de los otros[/center]
clérigos. Estaremos encantados de hacer lo que[/center]
podamos por vos de forma gratuita. Una vez más,[/center]
mis felicitaciones. Os lo habéis[/center]
ganado.[/center]
[/end]"
6606,"Ah, felicidades, %pcf, ¿o[/center]
debería llamaros ahora %lev? El[/center]
consejo ha votado casi por unanimidad[/center]
ascenderos dentro del templo, amigo mío.[/center]
La mejor noticia es que este no es un[/center]
título vacío de respeto. Ahora tenéis[/center]
acceso a los libros de hechizos del templo.[/center]
Podéis hablar con nuestro escriba y comprar[/center]
hechizos sin la molestia de ir hasta[/center]
el Gremio de Magos. Estáis[/center]
llegando lejos, lo veo.[/center]
[/end]"
6607,"Buen día, %lev. ¿O es que no[/center]
habéis oído que el consejo acaba de votar hoy mismo[/center]
vuestro nuevo rango en el templo? Y no un[/center]
título cualquiera, amigo mío, sino el rango[/center]
por el cual tenéis derecho a usar el[/center]
Creador de Hechizos del templo. Es un aparato terriblemente complicado,[/center]
pero terriblemente útil. Si no lo[/center]
habéis usado antes en, digamos, el Gremio de Magos,[/center]
realmente deberíais hacerlo. Ahora que sois[/center]
un %lev y podéis.[/center]
[/end]"
6608,"Permitidme ofreceros mis más sinceras[/center]
y sentidas felicitaciones. El consejo,[/center]
por una mayoría apreciable, ha decidido que[/center]
de ahora en adelante se os dirija con un nuevo[/center]
título: %lev. Si eso no fuera[/center]
suficientemente grandioso, la parte práctica es que ahora[/center]
podéis hurgar en el gran suministro del templo[/center]
de esoterismo, instrumentos y fantasmagorías,[/center]
todo a la venta a precios muy[/center]
razonables. Adelante, preguntad al[/center]
archivista mágico... %lev.[/center]
[/end]"
6609,"Según tengo entendido, ya es oficial. Con efecto[/center]
inmediato, sois elevado en rango y, lo más[/center]
importante, en privilegios, por orden de los[/center]
clérigos ancianos, a %lev. Lo que[/center]
esto significa, en términos prácticos, no es solo[/center]
más respeto, sino acceso a una de las personas más[/center]
valiosas del templo: el encantador. El[/center]
encantador puede ayudaros a convertir el objeto más mundano[/center]
que poseáis en una fuerza de poder supernal.[/center]
Es algo más complicado que eso, pero[/center]
no obstante, es un honor de verdad. Os felicito[/center]
por vuestro ascenso imparable.[/center]
[/end]"
6610,"Un juicio muy, ah, perspicaz, hijo mío.[/center]
Ahora bien, vuestro título inicial será el de[/center]
%lev, pero yo no me preocuparía por[/center]
el rango. Lo importante es que ahora tenéis[/center]
acceso a las excelentes bibliotecas y entrenadores[/center]
del templo. Sed paciente y veréis el[/center]
fruto de vuestro trabajo. Aprended, %lev.[/center]
Leed y aprended.[/center]
[/end]"
6611,"Parece que la Hermandad Oscura fue[/center]
sabia al reclutar a alguien como vos. Nuestra confianza[/center]
en vos ha crecido, y es justo daros[/center]
un aumento de rango dentro de la Hermandad.[/center]
Consideraos a partir de hoy un miembro de pleno derecho,[/center]
%lev. Nuestros químicos han sido[/center]
instruidos para permitiros comprar[/center]
pociones y venenos de sus existencias, así que[/center]
ya no necesitaréis visitar el Gremio de Magos. También[/center]
me gustaría daros la ubicación de[/center]
otro cementerio con el que deberíais estar[/center]
familiarizado, %dng.[/center]
Aquí está, en vuestro mapa. Una vez más, mis[/center]
felicitaciones, %lev.[/center]
[/end]"
6612,"Hasta ahora, habéis demostrado ser algo más[/center]
que un vulgar matón, %pcf. Nosotros[/center]
hemos decidido ascenderos dentro de la Hermandad[/center]
Oscura. A partir de hoy vuestro rango es[/center]
%lev. Ahora, además del[/center]
entrenamiento regular que proporcionamos, tenéis[/center]
acceso a nuestro caldero. Hay una serie[/center]
de venenos muy ingeniosos que han salido de[/center]
esa tina. Finalmente, dejadme daros la[/center]
ubicación de otro cementerio que podríais encontrar[/center]
interesante, %dng.[/center]
Lo marcaré en vuestro mapa. Felicidades,[/center]
%lev. Hasta ahora, todo mal.[/center]
[/end]"
6613,"Creo que ya va siendo hora de que recibáis un[/center]
aumento de rango acorde a vuestro valor para la[/center]
Hermandad Oscura. Otros están de acuerdo conmigo, así[/center]
que ahora podéis asumir el ilustre manto de[/center]
%lev de la Hermandad Oscura.[/center]
Como %lev, se os permite[/center]
comerciar con gemas de alma con nuestro procurador. [/center]
Es un buen método para añadir más beneficio al[/center]
castigo: las almas de vuestras víctimas pueden[/center]
alcanzar un precio decente entre quienes quieren[/center]
vincular un espíritu en ritos de encantamiento. Por[/center]
supuesto, podéis comprar gemas de alma al[/center]
procurador además de venderlas. También[/center]
quería mostraros un nuevo cementerio en[/center]
%reg, %dng.[/center]
Creo que lo encontraréis muy interesante[/center]
de verdad, %lev.[/center]
[/end]"
6614,"%pcf, tenéis un desprecio cruel por la[/center]
vida humana, una indiferencia repugnante sobre[/center]
aceptar oro por asesinato. No podríamos estar más[/center]
encantados con vos. La Hermandad ha decidido[/center]
ascenderos una vez más en nuestras filas. Ahora[/center]
sois %lev %pcn. Sin embargo,[/center]
es más que un título. Significa que ahora[/center]
podéis hablar con nuestro Maestro de Espías, el personaje[/center]
que nos mantiene informados sobre los sucesos más[/center]
recientes e importantes en la región de la Bahía de Iliac.[/center]
Yo mismo puedo daros un pequeño rumor. Hay[/center]
un cementerio llamado %dng,[/center]
con los tesoros y sorpresas más[/center]
deliciosos. Sé que os encantará. Aquí,[/center]
lo marcaré en vuestro mapa, %pcf.[/center]
O debería decir, %lev %pcf.[/center]
[/end]"
7200,"¿Buscas pasar un buen rato?[/record]
¿Quieres algo de compañía, cielo?[/record]
¿Interesado en algo de diversión sucia y buena?[/end]"
7201,"Para ti, ¿qué tal una gratis?[/record]
Por los viejos tiempos, ¿qué tal una gratis?[/end]"
7202,"El mejor momento de tu vida, %a de oro.[/record]
Precio especial, %a de oro.[/record]
¿Qué me dices de %a de oro?[/end]"
7203,"No soy una organización benéfica, cielo.[/record]
Sin dinero no hay diversión, ricura.[/end]"
7204,No puedes hablar con eso.[/end]
7205,No obtienes respuesta.[/end]
7206,"¿Qué quieres ahora, %pcf?[/record]
Más vale que sea bueno. Estoy ocupado.[/record]
Muy bien, %pcf. Tienes un minuto de mi tiempo.[/record]
%oth, eres tú. ¿Qué pasa?[/record]
¿Qué demonios quieres, %pcf?[/record]
%oth, justo lo que me faltaba. ¿Qué?[/end]"
7207,"¿En qué puedo ayudarle, forastero?[/record]
¿Qué puedo hacer por usted, forastero?[/record]
¿Sí?[/record]
¿Necesita algo?[/record]
Hola.[/record]
Buen día.[/record]
¿Qué ocurre?[/record]
¿Qué quiere?[/end]"
7208,"Buen día, %pcf.[/record]
¿Cómo puedo ayudaros, %pcf?[/record]
Ah, mi amigo. ¿Cómo estáis hoy?[/record]
Me alegra veros, %pcf. ¿En qué puedo ayudaros?[/record]
Oh, hola, %pcf.[/record]
Buen día, %pcf.[/record]
Hola, amigo mío.[/end]"
7209,"Un cálido saludo para vos, buen %pcf.[/record]
Me alegra el corazón veros, %pcf.[/record]
Ah, excelente compañía. Buen día, querido amigo.[/record]
¡%oth! Qué alegría veros, %pcf.[/record]
Buen día para vos, %pcf.[/record]
Es grandioso veros, %pcf.[/record]
Me hace feliz veros, %pcf.[/record]
Ah, %pcf, hola. Siempre es un placer.[/end]"
7210,Comentario ya copiado al cuaderno.[/end]
7211,"posibilidades de trabajo[/record]
trabajo bueno y casi honesto[/record]
oportunidades de beneficio[/record]
oportunidades de negocio lucrativas[/record]
empleo remunerado[/record]
empleo[/record]
un poco de esfuerzo y fatiga[/end]"
7212,"%1com. Si es posible, querría saber sobre %key.[/record]
%1com. Os agradecería información sobre %key.[/record]
%1com. Agradecería cualquier información sobre %key.[/record]
%1com. Esperaba que supierais algo sobre %key.[/record]
%1com. Iluminadme sobre el tema de %key.[/record]
%1com. Informadme de la situación con %key.[/record]
%1com. Supongo que sabéis algo sobre %key.[/end]"
7213,"%1com. ¿Qué podéis decirme sobre %key?[/record]
%1com. Busco información sobre %key.[/record]
%1com. ¿Qué sabéis sobre %key?[/record]
%1com. Necesito saber sobre %key.[/record]
%1com. ¿Sabéis algo sobre %key?[/record]
%1com. ¿Qué significa %key para vos?[/record]
%1com. Habladme de %key.[/record]
%1com. Debéis de saber algo sobre %key.[/end]"
7214,"%1com. ¿Qué es lo último que se dice de %key?[/record]
%1com. ¿Alguna noticia sobre %key?[/record]
%1com. ¿Cuál es la historia de %key?[/record]
%1com. Busco alguna pista sobre %key.[/record]
%1com. ¿Sabéis algo sobre %key?[/record]
%1com. ¿Alguna primicia sobre %key?[/record]
%1com. %key. Eso es lo que realmente quiero saber.[/record]
%1com. Ponme al día sobre %key.[/record]
%1com. Dame información útil sobre %key.[/record]
%1com. ¿Habéis oído hablar de %key?[/record]
%1com. ¿Hay noticias de %key por aquí?[/end]"
7215,"Salud[/record]
Buen día tengáis[/record]
Salud, %n[/record]
Salud, buen %n[/record]
Saludos, %n[/end]"
7216,"Buen día, %n[/record]
Saludos, buen %n[/record]
Saludos para vos[/record]
¿Cómo os va, %n?[/record]
¿Cómo estáis, %n?[/record]
Hola[/end]"
7217,"Buenas[/record]
Hola[/record]
¡Ah del barco, %n![/record]
Escuchad[/end]"
7218,"Exacto[/record]
En efecto[/record]
Ah, ya veo[/record]
Bien[/record]
Fascinante[/record]
Bien dicho[/record]
Expuesto elocuentemente[/end]"
7219,"Hmm[/record]
Ya veo[/record]
¿De veras?[/record]
Ah[/record]
Mmm[/end]"
7220,"Sí, lo que sea[/record]
Está bien[/record]
Escuchad[/record]
Vale[/record]
Y...[/end]"
7221,"amigo[/record]
forastero[/end]"
7222,"forastero[/record]
compañero[/end]"
7223,"colega[/record]
tío[/record]
tronco[/end]"
7224,y %key2[/end]
7225,"%1com. ¿Podríais decirme dónde puedo encontrar %key?[/record]
%1com. Esperaba que pudierais indicarme dónde está %key.[/record]
%1com. ¿Quizás podáis guiarme hacia %key?[/record]
%1com. Agradecería vuestras indicaciones para llegar a %key.[/record]
%1com. ¿Estáis familiarizado con el paradero de %key?[/end]"
7226,"%1com. ¿Dónde puedo encontrar %key?[/record]
%1com. Intento llegar a %key.[/record]
%1com. ¿Sabéis dónde está %key?[/record]
%1com. Necesito encontrar %key.[/record]
%1com. ¿Cuál es la mejor forma de llegar a %key?[/end]"
7227,"%1com. Indicadme dónde está %key.[/record]
%1com. ¿Cómo llego a %key?[/record]
%1com. ¿Dónde demonios está %key?[/record]
%1com. Tengo que llegar a %key.[/record]
%1com. ¿Dónde está %key?[/end]"
7228,"%1com. ¿Quizás ya conozcáis %key?[/record]
%1com. ¿Sois consciente de que %key?[/record]
%1com. Simplemente deseaba deciros que %key.[/record]
%1com. Puede interesaros saber que %key.[/end]"
7229,"%1com. ¿Sabíais que %key?[/record]
%1com. ¿Alguien os ha dicho que %key?[/record]
%1com. Deberíais saber que %key.[/record]
%1com. ¿Sois consciente del hecho de que %key?[/end]"
7230,"%1com. ¿Sabías que %key?[/record]
%1com. Escucha, %key.[/record]
%1com. Yo sé que %key.[/record]
%1com. Déjame decirte esto: %key.[/end]"
7231,"%1com. Por favor, difundid alguna noticia, ¿queréis?[/record]
%1com. Deleitadme con algún cotilleo, si fuerais tan amable.[/record]
%1com. No habréis oído nada interesante últimamente, ¿verdad?[/record]
%1com. ¿De qué habla la buena sociedad por estos días?[/record]
%1com. ¿Tendríais la bondad de ponerme al día sobre el mundo en general?[/end]"
7232,"%1com. ¿Habéis oído algo interesante últimamente?[/record]
%1com. ¿De qué habla la gente ahora?[/record]
%1com. ¿Tenéis algún cotilleo interesante?[/record]
%1com. ¿Qué ha estado pasando?[/end]"
7233,"%1com. ¿Qué hay de nuevo?[/record]
%1com. ¿Cuál es el chisme del pueblo?[/record]
%1com. ¿Qué se comenta?[/record]
%1com. ¿Y?[/record]
%1com. Continuad.[/end]"
7234,"¿Quieres hacer el amor conmigo?[/record]
Dime que me quieres como yo a ti.[/record]
¿Quieres que nos divirtamos?[/record]
Soy tuya si me quieres.[/record]
¿Quieres que nos escapemos y hagamos el amor?[/record]
No quiero hablar. Hagamos el amor.[/record]
Vamos, amor. Hagámoslo.[/record]
¿Te ofendería si dijera que te deseo?[/record]
Basta de charla. Te quiero.[/record]
Quiero apretar tu cuerpo contra el mío.[/record]
¿No quieres hacer algo más que hablar?[/record]
Bésame, %pcf, soy tuya.[/record]
Sujeta mi cuerpo contra el tuyo hasta que llegue la mañana.[/record]
Hagamos algo de lo que podamos avergonzarnos.[/record]
¿Por qué no dejas de hablar y me besas?[/end]"
7235,"¡%oth! No me podéis culpar por preguntar.[/record]
Oh. Qué vergüenza. Olvidad que pregunté.[/record]
Lo siento. Pensé que vos también lo sentíais.[/record]
Bueno, quizás más tarde.[/record]
En fin, siempre puedo soñar.[/record]
%oth, todo negocios, nada de diversión.[/end]"
7250,"Perdéis el tiempo conmigo, %pcf. No sé nada sobre %key.[/record]
No sé nada sobre %key. No es que os lo fuera a decir si lo supiera.[/record]
¿De verdad creéis que se lo diría a un %ra incluso si lo supiera?[/record]
Preguntad a otro, %pcf. No puedo ayudaros con %key.[/record]
Sois %pcn. ¿Qué demonios os hace pensar que sé o que os diría algo sobre %key?[/record]
Sinceramente, no sé de qué me estáis hablando.[/record]
Obviamente me habéis confundido con alguien a quien le importa.[/record]
¿Y qué queréis que haga al respecto?[/record]
Eso no significa absolutamente nada para mí.[/record]
Probablemente podría ayudaros con eso. Pero no voy a hacerlo.[/record]
%oth, dejad de hacerme perder el tiempo. No os diré nada. Ahora largo.[/end]"
7251,"¿%key? Aunque supiera algo, no se lo diría a un %ra.[/record]
No sé nada sobre %key y no voy a decir ni una palabra más.[/record]
Eres un %pcn. No te hablaría de %key ni aunque lo supiera.[/record]
Sigue adelante y busca a un amigo o a alguien que sepa algo. Yo no soy ninguno de los dos.[/record]
¿Por qué iba a querer ayudarte?[/record]
Me temo que eso no significa nada para mí, %pcf.[/record]
No lo entiendo. ¿Se supone que eso debería importarme?[/record]
Para ser sincero, no podría importarme menos. Lo siento.[/record]
Pregúntale a otro. ¿No ves que estoy ocupado?[/record]
Lo siento, pero no lo sé y tengo que irme.[/record]
Yo también soy nuevo en %cn. Ahora, discúlpame.[/record]
Tengo que irme.[/record]
Pregunta a otro, %pcf. Yo mismo llego tarde.[/record]
%oth, como si yo lo supiera. Pregunta a otro.[/record]
No tengo interés en ser tu lacayo, %pcf. Sigue tu camino.[/record]
Esta conversación se ha vuelto tediosa. Déjame ahora, %pcf.[/record]
Perdóname, %pcf. Tengo una vida que atender.[/record]
Pregúntale a alguien a quien le importe un bledo.[/record]
Ni lo sé, ni me importa demasiado.[/record]
No tengo la menor idea, me temo. Ahora, si me disculpas...[/end]"
7252,"Eres ese asqueroso %pcn. No sé nada sobre %key. Ahora lárgate.[/record]
Tal vez pensaste que yo estaba familiarizado con %key. ¡Qué ocurrencia![/record]
¿%key? Tu pregunta presupone que siento alguna afinidad por ti, y no es así.[/record]
Estas preguntas me quitan tiempo, incluso si supiera sobre %key. Dirígete a la salida más cercana.[/record]
Si un %ra supiera leer, podrías encontrar la respuesta por ti mismo. Ciertamente no tengo tiempo para buscarla.[/record]
Eso no es de tu incumbencia. Ahora déjame, %pcf.[/record]
¿Por qué debería decírtelo? Ve a molestar a otro, %pcf.[/end]"
7253,"Qué gracioso. Solo ayudo a gente de importancia, a los que tienen títulos y tierras. Ahora vete.[/record]
Soy amigo personal de %t %rn y no me relaciono con gente de tu calaña. ¿%key? Qué desfachatez.[/record]
¿Cómo iba a saberlo? ¡Eh! Eres ese despreciable %pcn. ¿Por qué estoy hablando contigo siquiera?[/record]
No me importa lo más mínimo %key. Aleja tus pies de campesino de mi noble persona.[/record]
¿%key? Permíteme recordarte que yo soy de la nobleza y tú eres escoria %ra. Largo de aquí.[/end]"
7304,"Nunca he oído hablar de %key, chico. Vete antes de que te hinque un cuchillo en la espalda.[/record]
Maté a un %ra una vez por hacer preguntas estúpidas sobre %key.[/record]
No lo sé. Pero sí sé que si sigues apestando el aire a mi alrededor, te clavaré una espada en las tripas.[/record]
Eres un %pcn. Debería cortarte otra sonrisa en la cara. Pero como soy un buen tipo, solo te diré que no lo sé.[/record]
Tienes mala fama, %pcn. No sé nada sobre %key, pero si te acercas más, te voy a soltar un mamporro.[/end]"
7255,"Ya te gustaría saberlo.[/record]
¿%key? Esa no es información rara. Pregúntale a otro sobre %key.[/record]
¿No sabes dónde está %key? ¡Ja, ja, ja! Te está bien empleado, %pcn, después de lo que has hecho.[/record]
Si me cayeran mejor los %ra, quizás te lo diría.[/record]
Todo el mundo sabe dónde está %key. Lo que lo hace más divertido es que tú no lo sepas.[/record]
No, no creo que quiera hablar más contigo, %pcf. Aire.[/record]
¿Qué sé yo? Sé que no quiero hablar más contigo, ¿te basta con eso?[/end]"
7256,"Eres un %pcn. No creo que quiera decirte dónde encontrar %key.[/record]
Con perdón, pero esa es una pregunta tan estúpida que no creo que deba responderla.[/record]
Supongo que un poco más de vagabundeo mejorará bastante tus modales.[/record]
Por supuesto que sé dónde está %key. Pero no quiero decírselo a alguien como tú.[/record]
Malditos %ra. Siempre mendigando ayuda a la gente común. ¿Qué has hecho tú por mí últimamente?[/record]
¿Por qué en todo Tamriel iba a querer que lo supieras, %pcf?[/record]
¿Por qué demonios iba a querer darte indicaciones, %pcf?[/record]
Mira, no tengo tiempo para esto. ¿Por qué no te vas a dar una vuelta, %pcf?[/record]
No lo sé, no me importa y no quiero hablar más contigo. Adiós.[/record]
¿Por qué no intentas preguntarme como lo haría un ser humano normal?[/record]
Escucha, no doy indicaciones a gente que me habla de esa manera.[/end]"
7257,"Vosotros, los %ra, no tenéis respeto por el intelecto. Elijo no revelar la ubicación de %key.[/record]
¿No sois vos %pcn? Tengo mejores cosas que hacer que daros indicaciones para %key.[/record]
Tengo conocimiento de %key. En caso de que hubierais sido menos rudo, os lo habría dicho.[/record]
Soy un erudito. No tengo tiempo para preguntas banales sobre %key.[/record]
Los eruditos como yo poseemos tal conocimiento. Es una lástima que vuestro comportamiento me ofenda.[/record]
Se acabó. He sido tan educado como he podido. Marchaos y dejadme en paz.[/record]
No me importa a dónde vayáis. Id a Oblivion si queréis. Solo marchaos.[/end]"
7258,"Pregúntale a un plebeyo. Es una pérdida de mi valioso tiempo responder a preguntas obvias.[/record]
¿Quién te dio permiso para hablarme? Sé dónde encontrar %key, pero ahora no tengo disposición para decírtelo.[/record]
He oído hablar de ti, %pcn. Deberías conocer mejor tu lugar. Los nobles no somos postes de señales.[/record]
Presumes por encima de tu posición, %ra. Debería hacer que te azotaran; en su lugar, dejaré que huyas.[/record]
Qué divertido. Este campesino... %ra busca %key. No voy a rebajarme respondiendo.[/end]"
7259,"El último tipo que preguntó cómo llegar a %key acabó muerto.[/record]
¿Te gustaría un cuchillo en las tripas? Me lo imaginaba.[/record]
¿Buscas %key? Debería patearte el culo por hacerme perder el tiempo.[/record]
Eres ese asqueroso %pcn. Aléjate de %key. O tendré que cortarte el cuello.[/record]
Odio a la escoria %ra. Largo. O llenaré mi copa con tu sangre.[/end]"
7260,"He oído sobre ti, %pcn. No voy a decirte nada sobre %key.[/record]
¿%key? Sé mucho. Pero no voy a decírselo a alguien como tú.[/record]
Perro %ra. No te ayudaría a encontrar información sobre %key por nada del mundo.[/record]
Sé que %key no es de tu maldita incumbencia.[/record]
Para ser sincero, no confío en ti, %pcn.[/record]
Ya te gustaría saberlo.[/record]
Vas por el buen camino, %pcf. Ahora habla con alguien que confíe en ti.[/record]
Escucha, no podría hablarte de eso aunque quisiera.[/record]
¿Quién te crees que eres hablándome así?[/record]
Escucha, no me gusta tu tono de voz.[/record]
No estoy seguro de que deba hablar sobre %key con un extraño.[/record]
Por supuesto que sé sobre %key. Pero no hablo de ello con cualquiera.[/end]"
7261,"No voy a decirte nada sobre %key.[/record]
¿%key? Tengo otro sitio donde estar.[/record]
¡Eres ese malvado %pcn! Decírtelo sería como decírselo al mismísimo Clavicus Vile.[/record]
¿%key? ¡%key! No voy a hablar de %key con nadie.[/record]
¿Por qué debería decirle a un %ra algo sobre %key? Ya te gustaría saberlo.[/record]
Oh, tal vez sepa... algo. Pero no debo hablar de ello.[/record]
Sin ofender, pero ¿por qué iba a decirte nada?[/record]
No es de tu maldita incumbencia.[/end]"
7262,"El conocimiento de %key es restringido, particularmente para alguien como vos.[/record]
%key es un tema difícil de conocer. Disfrutaré observando vuestra incomodidad e ignorancia.[/record]
¿Dónde oísteis hablar de %key? No le diré nada más sobre %key a un advenedizo %ra.[/record]
Jamás divulgaría información sobre %key.[/record]
¿%key? ¿A un %pcn? Esto debe ser un intento burdo de humor. Escuchad, es obvio que vos no sois una persona ocupada, pero yo sí lo soy. Piérdete, %pcf.[/record]
Esto no va a ninguna parte, %pcf. Yo vuelvo a mi vida, id vos a la vuestra.[/record]
No tengo interés en deciros nada. Siga su camino, %pcf.[/record]
¿Quién os creéis que soy, la oficina de turismo? Dejadme en paz.[/end]"
7263,"Nadie confía en vos, %pcn. ¿Por qué debería hacerlo yo?[/record]
Tenéis mi permiso para postraros y suplicar perdón. ¿%key? Qué desfachatez.[/record]
Un %ra queriendo saber sobre %key. Qué curioso. Siempre he dicho que a la plebe hay que mantenerla en la ignorancia.[/record]
Por supuesto que lo sé todo sobre %key. El problema es que no me caéis bien.[/record]
Los nobles no deberían alternar con la chusma común. Marchaos.[/record]
No creo que me guste vuestro tono de voz, %pcf.[/record]
Escuchad, no hablo con nadie que me hable así.[/record]
Qué impertinencia pensar que querría daros cualquier tipo de información. Adiós.[/record]
Escuchad, tengo una vida. Os recomiendo que salgáis y os busquéis una también. Adiós, %pcf.[/end]"
7264,"¿%key? ¡Te enseñaré el filo de mi cuchillo en su lugar! Largo.[/record]
Acércate más y te rajaré el gaznate, %pcf.[/record]
¿Tienes ganas de morir? Entonces sigue preguntando por ahí sobre %key.[/record]
Un %ra. Me pregunto de qué color será tu sangre. Ven aquí y deja que lo vea.[/record]
Lo sé todo sobre %key. Pero si te lo dijera, tendría que matarte.[/record]
Tal vez sepa algo, tal vez no. Pero he terminado de hablar, %pcf.[/record]
No me interesa discutir eso ni nada más contigo. Adiós.[/end]"
7265,"Me temo que no puedo ayudaros, %pcf.[/record]
Lo siento, %pcf. No sé nada sobre %key.[/record]
Lo siento, amigo. Os ayudaría si pudiera.[/record]
Me temo que simplemente no lo sé.[/record]
%oth, ojalá pudiera ayudaros, %pcf.[/record]
Lo lamento de verdad, %pcf. Ojalá supiera algo sobre eso.[/record]
Por favor, perdonad mi ignorancia, %pcf. Sé poco sobre eso.[/record]
Para ser sincero, no sé nada sobre eso, %pcf. Lo siento mucho.[/record]
¿Perdón? ¿%key? Ni idea de una forma u otra.[/record]
Tendréis que preguntar a otro. No tengo ni idea.[/end]"
7266,"Ojalá lo supiera, %pcf. Podría estar en cualquier parte.[/record]
Oí ese nombre en algún sitio antes, pero no tengo ni idea de dónde.[/record]
Lo siento. No tengo ni la más mínima pista.[/record]
Tiene que estar en algún sitio por aquí cerca.[/record]
He oído hablar de ti, %pcn. Te ayudaría si pudiera.[/record]
Ojalá pudiera ayudarte, %pcf, pero no sé nada de eso.[/record]
Lo siento, amigo. No puedo ayudarte con eso.[/record]
Pregunta un poco más, amigo. Alguien acabará sabiéndolo.[/record]
No, no tengo ni idea.[/record]
No hay razón para hablarme así. No puedo ayudarte de todas formas.[/end]"
7267,"Vaya dilema. Estoy completamente desconcertado.[/record]
Sois la primera persona que pregunta. Lamentablemente, sigo ignorando la respuesta.[/record]
¿Al norte? No... ¿al sur? Mis más profundas disculpas. Soy incapaz de recordar nada sobre %key.[/record]
Tuve uno una vez, pero se le cayó la rueda. ¿Me sujetas el pie mientras bebo un poco de aire?[/record]
Un tema obtuso si es que alguna vez hubo uno. No parece que vaya a haber respuesta.[/record]
Siento preguntar, pero ¿por qué pensasteis que me importaría eso?[/record]
Vamos, %pcf, ¡me conocéis lo suficiente como para saber que eso no me importa![/record]
Esperad. ¿Eso suena a algo en lo que yo esté involucrado, %pcf? En serio.[/end]"
7268,"Al menos habéis dominado las formas mínimas de etiqueta, pero simplemente no lo sé.[/record]
Qué refrescante. Un %ra con modales. Lamentablemente, no sé nada de %key.[/record]
Ah, un verdadero siervo de %reg. Podéis besar mi anillo, pero no sé nada de %key.[/record]
¿%pcn? Hmmm. Me parece recordar a algún cortesano hablando bien de vos. Lamentablemente no puedo ayudaros con %key.[/record]
¿%key? No me suena de nada.[/record]
Lo siento, %pcf. No puedo ayudaros con eso.[/record]
Ciertamente soy la persona equivocada a quien preguntar, %pcf.[/end]"
7269,"¿%key? Nunca he oído hablar de ello. No me suena de nada. Si es por algo jugoso, ve a través del gremio.[/record]
¿Es %key un problema? Conozco a gente que puede encargarse de los problemas.[/record]
¿Tiene %key algo que ver con %fn? ¿No? Entonces no puedo ayudarte, %pcf.[/record]
Tienes buena fama en las calles, %pcn. Siento no saber nada sobre %key.[/end]"
7270,"Claro. %key está %hnt.[/record]
Eso está %hnt.[/record]
Supongo que está bien decírtelo. Está %hnt.[/record]
Encontrarás %key %hnt.[/record]
Querrás ir %hnt.[/record]
Oh, eso está %hnt.[/record]
Bueno, está %hnt.[/record]
Lo encontrarás %hnt. Solo pídemelo con educación la próxima vez.[/record]
Si es de tu interés, lo encontrarás %hnt.[/end]"
7271,"Mmm. Bueno, prueba %hnt.[/record]
Supongo que puedo decirte que está %hnt.[/record]
Tienes que ir %hnt.[/record]
%key está en algún lugar %hnt.[/record]
Ve al norte... no, al este... no, %hnt.[/record]
Eso es fácil, %pcf. Está %hnt.[/record]
La última vez que lo comprobé estaba %hnt.[/record]
Por supuesto que te ayudaré. Solo ve %hnt.[/record]
Es muy fácil. Querrás ir %hnt.[/record]
La mejor forma es ir %hnt.[/record]
Lo que vas a querer hacer es ir %hnt.[/record]
Le has preguntado a la persona adecuada. Solo búscalo %hnt.[/record]
Simple. Lo encontrarás %hnt.[/record]
Eso está %hnt.[/record]
Lo encontrarás %hnt.[/end]"
7272,"Nuestros mapas muestran que %key está %hnt.[/record]
Mmm. Recuerdo haber sido instruido en que %key está %hnt.[/record]
¿Es un %pcn? No me importa revelar que %key está %hnt.[/record]
¿Problemas de orientación, %pcf? Probado %hnt.[/record]
Id %hnt.[/end]"
7273,"Querido amigo, probad %hnt.[/record]
Las clases bajas se pierden tan fácilmente. Id %hnt.[/record]
Veamos, el palacio está por allá... %key está %hnt.[/record]
Mi escribano personal me asegura que %key está %hnt.[/record]
Probad %hnt. Por ahí va mi carruaje.[/end]"
7274,"Conozco un atajo por un callejón hacia %key. Prueba %hnt.[/record]
Eres un buen %ra. Ve %hnt.[/record]
Mangué algo de oro cerca de %key. Ve %hnt.[/record]
Ayer le hice un tajo a alguien allí. Está %hnt.[/record]
¿%key? Vas a manguar algo de calderilla, ¿eh? ¿No? Bueno, está %hnt.[/record]"
7275,"¡Oh, jo! %hnt[/record]
%fn me contó esto. %hnt[/record]
Sois de los buenos, %pcf. %hnt[/record]
%hnt[/record]
Todo el mundo ha oído esta historia. %hnt2[/record]
%hnt[/record]
Esto es todo lo que sé. %hnt[/record]
Puedo ayudaros con eso. %hnt2[/record]
Oh, eso es fácil. %hnt[/record]
Ah, %key. %hnt[/record]
Bueno, como si no lo supierais ya. %hnt[/record]
Si debéis saberlo, os lo diré. %hnt[/record]
No veo cómo es de vuestra incumbencia. %hnt[/end]"
